259 1 1.2557 3 2 4 -9999 -9999 -9999 2 1 5 "AT1450"
260 1 1.6742 3 1 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1454"
261 1 0.8371 2 2 2 3 3 4 -9999 -9999 -9999 "AT1455"
262 1 0.8371 2 2 3 -9999 -9999 -9999 3 3 1 "AT1456"
263 1 0.4186 3 2 3 -9999 -9999 -9999 3 3 3 "AT1457"
264 1 0.8371 2 3 2 -9999 -9999 -9999 1 3 2 "AT1458"
265 1 0.4186 2 2 3 2 3 2 -9999 -9999 -9999 "AT146"
266 1 0.8371 2 2 4 2 2 2 -9999 -9999 -9999 "AT1460"
267 1 1.2557 2 3 2 4 2 1 -9999 -9999 -9999 "AT1461"
268 1 0.8371 1 1 2 3 3 3 -9999 -9999 -9999 "AT1462"
269 1 0.8371 2 2 4 -9999 -9999 -9999 1 4 3 "AT1466"
270 1 0.8371 1 2 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1468"
271 1 0.8371 1 2 2 4 2 4 -9999 -9999 -9999 "AT147"
272 1 0.8371 2 2 2 -9999 -9999 -9999 3 3 2 "AT1470"
273 1 0.8371 2 3 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1471"
274 1 0.8371 4 2 3 4 3 3 -9999 -9999 -9999 "AT1472"
275 1 0.8371 4 1 3 -9999 -9999 -9999 5 1 3 "AT1473"
276 1 0.8371 3 2 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1474"
277 1 0.8371 3 2 1 -9999 -9999 -9999 3 1 1 "AT1477"
278 1 1.2557 2 1 2 -9999 -9999 -9999 2 1 2 "AT1478"
279 1 1.6742 1 1 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1479"
280 1 0.4186 3 2 2 -9999 -9999 -9999 -9999 -9999 -9999 "AT148"
281 1 1.6742 5 1 4 -9999 -9999 -9999 -9999 -9999 -9999 "AT1480"
282 1 0.8371 1 2 1 -9999 -9999 -9999 -9999 -9999 -9999 "AT1484"
283 1 1.2557 1 3 1 -9999 -9999 -9999 1 2 1 "AT1486"
284 1 0.8371 4 2 3 -9999 -9999 -9999 1 3 3 "AT1489"
285 1 0.4186 3 1 3 1 2 2 -9999 -9999 -9999 "AT149"
286 1 0.8371 2 2 2 -9999 -9999 -9999 2 4 2 "AT1490"
287 1 0.8371 2 2 1 -9999 -9999 -9999 1 3 2 "AT1492"
288 1 1.2557 2 1 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1493"
289 1 1.2557 4 1 3 5 2 4 -9999 -9999 -9999 "AT1494"
290 1 2.0928 2 2 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1496"
291 1 1.6742 2 3 1 2 2 4 -9999 -9999 -9999 "AT1497"
292 1 0.8371 2 2 4 2 4 1 -9999 -9999 -9999 "AT1501"
293 1 0.8371 2 2 3 2 2 2 -9999 -9999 -9999 "AT1502"
294 1 0.8371 2 3 2 -9999 -9999 -9999 3 2 2 "AT1507"
295 1 2.0928 2 2 2 -9999 -9999 -9999 3 4 3 "AT1508"
296 1 1.2557 3 3 3 -9999 -9999 -9999 2 3 3 "AT151"
297 1 0.8371 3 2 4 -9999 -9999 -9999 -9999 -9999 -9999 "AT1510"
298 1 1.6742 2 2 4 2 2 1 -9999 -9999 -9999 "AT1513"
299 1 1.2557 2 2 2 2 1 2 -9999 -9999 -9999 "AT1514"
300 1 1.2557 2 2 3 -9999 -9999 -9999 1 2 1 "AT1516"
301 1 1.6742 4 1 5 2 3 1 -9999 -9999 -9999 "AT1517"
302 1 1.2557 4 1 5 -9999 -9999 -9999 -9999 -9999 -9999 "AT1518"
303 1 1.6742 2 2 3 1 2 3 -9999 -9999 -9999 "AT1520"
304 1 0.8371 1 4 2 -9999 -9999 -9999 1 5 1 "AT1522"
305 1 0.4186 2 2 3 4 4 2 -9999 -9999 -9999 "AT1528"
306 1 1.6742 4 2 3 -9999 -9999 -9999 4 2 3 "AT153"
307 1 1.6742 2 2 3 3 4 2 -9999 -9999 -9999 "AT1530"
308 1 0.8371 1 4 3 -9999 -9999 -9999 1 4 3 "AT1533"
309 1 1.6742 4 1 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1534"
310 1 1.6742 4 2 3 1 3 3 -9999 -9999 -9999 "AT1537"
